id,projectId,sampleType,title,url,description,orderIndex,makeScreenshot,screenshotPath,screenshotAlt,createdAt,updatedAt
d41db11e-093a-498c-aa2a-251f302ae94e,6b40737b-a874-4e09-8b16-d4de37a18487,structured,Home | DigiD,https://mijn.urk.nl/dashboard,,1,false,,,,
f9f2396d-88f6-4d49-b25a-67cebbf03928,6b40737b-a874-4e09-8b16-d4de37a18487,structured,Belastingen,https://mijn.urk.nl/belastingen/pink,,2,false,,,,
80cc3a2b-8224-4263-83f1-b0f9b23a1348,6b40737b-a874-4e09-8b16-d4de37a18487,random,Mijn gegevens,https://mijn.urk.nl/gegevens,,3,false,,,,
0b9a09b1-5d89-4efc-8254-28b4aba96af1,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Home | Valkenswaard,https://www.valkenswaard.nl/,,2,false,,,,
9f50e3f2-06f8-4a97-8b07-33554ab4685f,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Paspoort 18 jaar en ouder | Valkenswaard,https://www.valkenswaard.nl/paspoort-18-jaar-en-ouder,,3,false,,,,
1678902b-403d-4fd9-9549-7ed16a63e1ab,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Nieuwsberichten | Valkenswaard,https://www.valkenswaard.nl/nieuwsberichten,,4,false,,,,
e2ab889e-d1df-43c5-91ff-23b30a27197b,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Natuurontwikkeling | Valkenswaard,https://www.valkenswaard.nl/natuurontwikkeling,,6,false,,,,
8b53709f-0602-4661-979b-a12c8e47deb4,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Team Jeugd | Valkenswaard,https://www.valkenswaard.nl/team-jeugd,,7,false,,,,
d237c5a6-d876-4ce3-9b15-884b1ff324b3,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,A.W.C.B. (André) van Daal | Valkenswaard,https://www.valkenswaard.nl/awcb-andre-van-daal,,9,false,,,,
15542693-b725-4ec8-824c-a94ded0b6460,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Kinderburgemeester | Valkenswaard,https://www.valkenswaard.nl/kinderburgemeester,,10,false,,,,
01663341-2e77-417a-91bf-cad700cbb28b,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Afschrift burgerlijke stand | Valkenswaard,https://www.valkenswaard.nl/afschrift-burgerlijke-stand,,11,false,,,,
c980f941-2117-4d96-9482-8c5146752c83,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Openingstijden | Valkenswaard,https://www.valkenswaard.nl/openingstijden-0,,12,false,,,,
81471818-bc25-4fc0-b0a7-52557606d0b0,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,structured,Beleid Sociaal Domein | Valkenswaard,https://www.valkenswaard.nl/beleid-sociaal-domein,,8,false,,,,
